Model,Model_0,precision_0,recall_0,f1-score_0,Model_1,precision_1,recall_1,f1-score_1,Model_accuracy,precision_accuracy,recall_accuracy,f1-score_accuracy,Model_macro_avg,precision_macro_avg,recall_macro_avg,f1-score_macro_avg,Model_weighted_avg,precision_weighted_avg,recall_weighted_avg,f1-score_weighted_avg
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.994746830845229,0.8628185907046477,0.9211431304864964,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0248078266946191,0.325,0.0444531864673485,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.8593428429494003,0.8593428429494003,0.8593428429494003,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5097773287699241,0.5939092953523238,0.4827981584769224,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9882387965010426,0.8593428429494003,0.9152956744769002
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9947028167490172,0.5284857571214392,0.6716010498687663,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.0085266983505731,0.575,0.0167375790729609,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5285343925200483,0.5285343925200483,0.5285343925200483,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5016147575497951,0.5517428785607197,0.3441693144708637,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9880965688463794,0.5285343925200482,0.6670998249821734
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9963156157147574,0.5907046476761619,0.7361451185832646,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0116168135136651,0.675,0.0227894380501015,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5911364079909162,0.5911364079909162,0.5911364079909162,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5039662146142113,0.632852323838081,0.379467278316683,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.989719911334018,0.5911364079909162,0.7313078673134064
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9950200829441922,0.7413793103448276,0.8479677663280534,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0122585177379697,0.45,0.0237834246802856,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.7393404921581151,0.7393404921581151,0.7393404921581151,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5036393003410811,0.5956896551724138,0.4358755955041695,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9884374540119746,0.7393404921581151,0.8424170381016904
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9936409715670496,0.6934032983508246,0.8163839780858502,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.007107989046315,0.35,0.0139211665527455,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.6909685260095095,0.6909685260095095,0.6909685260095095,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.5003744803066823,0.5217016491754123,0.4151525723192978,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9870304605702244,0.6909685260095095,0.8109889597928022
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.994746830845229,0.8628185907046477,0.9211431304864964,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0248078266946191,0.325,0.0444531864673485,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.8593428429494003,0.8593428429494003,0.8593428429494003,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5097773287699241,0.5939092953523238,0.4827981584769224,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9882387965010426,0.8593428429494003,0.9152956744769002
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9947028167490172,0.5284857571214392,0.6716010498687663,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.0085266983505731,0.575,0.0167375790729609,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5285343925200483,0.5285343925200483,0.5285343925200483,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5016147575497951,0.5517428785607197,0.3441693144708637,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9880965688463794,0.5285343925200482,0.6670998249821734
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9963156157147574,0.5907046476761619,0.7361451185832646,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0116168135136651,0.675,0.0227894380501015,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5911364079909162,0.5911364079909162,0.5911364079909162,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5039662146142113,0.632852323838081,0.379467278316683,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.989719911334018,0.5911364079909162,0.7313078673134064
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9962918838421444,0.6124437781109445,0.7583348854535295,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0115127234304834,0.675,0.0226382978723404,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.6128246753246753,0.6128246753246753,0.6128246753246753,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5039023036363139,0.6437218890554723,0.390486591662935,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.989693510185568,0.6128246753246753,0.7534175526561029
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9929846938775512,0.6251874062968515,0.7664782327011268,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.0058163722478238,0.35,0.0114339500362615,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.6232025317578596,0.6232025317578596,0.6232025317578596,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.4994005330626875,0.4875937031484257,0.3889560913686941,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.986370228237507,0.6232025317578596,0.7613946466455513
